Sr. No,RoadName,Description,Latitude,Longitude
556,Telok Blangah Hts,Opp Blk 85,1.27791,103.8085861
557,Telok Blangah Hts,Blk 85,1.27763662,103.8085855
558,Depot Rd,Blk 114,1.282011691,103.8066498
559,Telok Blangah Rise,Blk 36 Mkt/FC,1.272185207,103.8217011
560,Telok Blangah Dr,Opp Telok Blangah Mkt/FC,1.272788056,103.8079489
561,Telok Blangah Dr,Telok Blangah Mkt/FC,1.272913056,103.8078211
562,Telok Blangah St 31,OPP BLK 91A,1.276872161,103.8064808
563,Telok Blangah St 31,BLK 92B,1.275651111,103.8068061
564,Sentosa Gateway,Resorts World Sentosa,1.253521934,103.8257032
565,Artillery Ave,Merlion Plaza,1.256432,103.820911
566,Artillery Ave,Opp Merlion Plaza,1.253226,103.821217
567,Beach View,Beach Station Bus Terminal,1.251427,103.818545
568,Alexandra Rd,Aft PSA Bldg,1.274740592,103.8018892
569,Alexandra Rd,Bef PSA Bldg,1.274590541,103.8021634
570,Alexandra Rd,Alexandra Pt,1.277183889,103.802485
571,Alexandra Rd,Opp Alexandra Pt,1.276861944,103.8027011
572,Sth Buona Vista Rd,Opp Lor Sarhad,1.281424722,103.7870142
573,Sth Buona Vista Rd,Aft Lor Sarhad,1.280778937,103.7868278
574,Sth Buona Vista Rd,Opp Natl Leadership Inst,1.28290732,103.7878111
575,Sth Buona Vista Rd,Natl Leadership Inst,1.283056201,103.7878935
576,Sth Buona Vista Rd,Opp LP 31,1.286176111,103.7856208
577,Sth Buona Vista Rd,LP 30,1.285919709,103.7858107
578,Sth Buona Vista Rd,Sci Pk 2/The Galen,1.286762778,103.7848417
579,Sth Buona Vista Rd,Opp Sci Pk 2/The Galen,1.287038027,103.7850111
580,Sth Buona Vista Rd,Sci Pk 2/The Gemini,1.288941421,103.7837304
581,Sth Buona Vista Rd,Opp Sci Pk 2/The Gemini,1.289164678,103.7840187
582,Sth Buona Vista Rd,Kent Ridge Stn,1.292543437,103.784489
583,Sth Buona Vista Rd,Kent Ridge Stn Exit B,1.29241,103.784585
584,Pasir Panjang Rd,Labrador Pk Stn,1.272758605,103.8009595
585,Pasir Panjang Rd,Labrador Pk Stn/PSA Bldg,1.273418719,103.8005555
586,Pasir Panjang Rd,Opp Mapletree Biz City,1.273891929,103.7982221
587,Pasir Panjang Rd,Mapletree Business City,1.274263038,103.7983935
588,Pasir Panjang Rd,Pasir Panjang Ctr,1.274438062,103.7966606
589,Pasir Panjang Rd,Harbourside Ind Bldg 2,1.274814993,103.7967399
590,Science Pk Dr,PSB S'pore,1.291084964,103.7854136
591,Science Pk Dr,DNV Technology Ctr,1.290797795,103.7855026
592,Pasir Panjang Rd,Pasir Panjang Stn/Fc,1.27581227,103.7926357
593,Pasir Panjang Rd,Opp Currency Hse,1.276042409,103.793184
594,Pasir Panjang Rd,Aft Pasir Panjang Stn,1.276808191,103.7897086
595,Pasir Panjang Rd,Bef Pasir Panjang Stn,1.277065619,103.7902343
596,Pasir Panjang Rd,Opp Pasir View Pk,1.277924421,103.7864281
597,Pasir Panjang Rd,Pasir View Pk,1.278181141,103.7870103
598,Pasir Panjang Rd,Aft Sth Buona Vista Rd,1.279499235,103.7854896
599,Pasir Panjang Rd,Bef Sth Buona Vista Rd,1.27937639,103.7857273
600,Clementi Rd,Kent Ridge Ter,1.294253411,103.7698832
601,Pasir Panjang Rd,Opp Haw Par Villa Stn,1.282777664,103.7818693
602,Pasir Panjang Rd,Haw Par Villa Stn,1.282780786,103.7821761
603,Pasir Panjang Rd,Opp Gloria Man,1.286257931,103.7798103
604,Pasir Panjang Rd,Gloria Man,1.286084722,103.7802214
605,Pasir Panjang Rd,Opp S'pore Science Pk II,1.28800629,103.7784648
606,Pasir Panjang Rd,S'pore Science Pk II,1.287990202,103.7787203
607,Pasir Panjang Rd,OPP LUXE VILLE,1.289308651,103.776601
608,Pasir Panjang Rd,WHITEHAVEN,1.289106964,103.7773895
609,Pasir Panjang Rd,The Crystal Tabernacle Ch,1.290148616,103.7742604
610,Pasir Panjang Rd,Jamiyah Halfway Hse,1.289672662,103.7759414
611,Pasir Panjang Rd,Opp Heng Mui Keng Terr,1.290462572,103.7735617
612,Pasir Panjang Rd,Heng Mui Keng Terr,1.290829722,103.7731167
613,Pasir Panjang Rd,Opp Pasir Panjang PO,1.291299408,103.7711722
614,Pasir Panjang Rd,Bef Pasir Panjang PO,1.291382649,103.7712984
615,Pasir Panjang Rd,Aft Palm Green Condo,1.291957778,103.7686614
616,Pasir Panjang Rd,Aft Clementi Rd,1.292011383,103.7690842
617,AYE,Opp SIT Dover,1.299396667,103.7792311
618,AYE,SIT Dover,1.3006125,103.7781514
619,Science Pk Rd,Inst Of Micro-Electronics,1.289238319,103.7796924
620,Science Pk Rd,The Alpha,1.289111693,103.7795084
621,Science Pk Rd,Aries,1.28700982,103.7828311
622,Science Pk Rd,Teletech Pk,1.286976507,103.7826055
623,Science Pk Rd,Galen,1.2865113,103.7834514
624,Clementi Rd,Opp Kent Ridge Ter,1.294876391,103.769352
625,Clementi Rd,Bef Kent Ridge Ter,1.295379444,103.7697486
626,Clementi Rd,Tentera Diraja Mque,1.297868335,103.7695952
627,Clementi Rd,NUS Fac Of Architecture,1.297818334,103.7699403
628,Clementi Rd,The Japanese Pr Sch,1.300761389,103.7699356
629,Clementi Rd,NUS Fac Of Engrg,1.300603334,103.7701703
630,Kent Ridge Cres,Nus Museums,1.301075,103.7736942
631,Kent Ridge Cres,NUS Raffles Hall,1.300983333,103.7727042
632,Kent Ridge Cres,Yusof Ishak Hse,1.298901502,103.7743823
633,Kent Ridge Cres,Opp Yusof Ishak Hse,1.298981642,103.7741773
634,Kent Ridge Cres,Ctrl Lib,1.296565724,103.7725425
635,Kent Ridge Cres,Information Technology,1.297361,103.772848
636,Kent Ridge Cres,Opp NUS Fac Of Architect,1.296143074,103.7703702
637,Kent Ridge Cres,NUS Fac Of Design & Env,1.296393036,103.7707292
638,Pasir Panjang Rd,Barossa Gdns,1.281300632,103.7841076
639,Pasir Panjang Rd,HORIZON RESIDENCES,1.281590928,103.7840065
640,West Coast Highway,Wharves Bldg,1.279418611,103.7835758
641,West Coast Highway,Opp Wharves Bldg,1.280158333,103.7836236
642,West Coast Highway,Opp Haw Par Villa Stn,1.282975855,103.7811842
643,West Coast Highway,Haw Par Villa Stn,1.283009073,103.7815996
644,West Coast Highway,Wholesale Ctr,1.286359473,103.7785293
645,West Coast Highway,Opp Wholesale Ctr,1.286435278,103.7789344
646,West Coast Highway,Bef West Coast Pk,1.289103056,103.7735261
647,West Coast Highway,Bef Wholesale Ctr,1.289282771,103.7740068
648,Clementi Ave 1,Opp Blk 420A,1.309821867,103.7681614
649,Clementi Ave 1,Opp Nan Hua High Sch,1.307779298,103.7698858
650,Clementi Ave 3,Clementi Int,1.314915729,103.7641223
651,West Coast Rd,Opp Varsity Pk,1.293869008,103.7668819
652,West Coast Rd,Varsity Pk,1.293797479,103.7670518
653,West Coast Rd,Waseda S Snr High Sch,1.296737026,103.766912
654,West Coast Rd,Opp Waseda S Snr High Sch,1.296945701,103.767103
655,West Coast Rd,Kent Ridge Sec Sch,1.301723058,103.7656763
656,West Coast Rd,Opp Kent Ridge Sec Sch,1.301531646,103.7660643
657,West Coast Rd,Blk 726 Clementi West Mkt,1.304210157,103.7645595
658,West Coast Rd,Blk 601,1.304706382,103.7645982
659,Clementi Ave 6,Opp Regent Pk,1.3172641,103.7624015
660,Clementi Ave 6,Regent Pk,1.316943333,103.7617011
661,West Coast Rd,Blk 701,1.307758348,103.7618051
662,West Coast Rd,Opp Blk 701,1.307766372,103.7621407
663,West Coast Rd,Blk 513,1.308917819,103.7604443
664,West Coast Rd,Blk 512,1.309683042,103.7599936
665,West Coast Link,Aft West Coast Highway,1.299503056,103.7645789
666,Clementi Rd,Aft Clementi Ave 1,1.309048052,103.7715778
667,Clementi Rd,YALE-NUS COLLEGE,1.30783047,103.7716527
668,Clementi Rd,Blk 352,1.314874732,103.771792
669,Clementi Rd,Opp Blk 352,1.315527141,103.7721831
670,Clementi Rd,Blk 343,1.317798098,103.7712464
671,Clementi Rd,Opp Blk 343,1.31728447,103.7719327
672,AYE,Blk 610,1.304764103,103.7694454
673,AYE,Aft NUS High Sch,1.305141367,103.7698584
674,AYE,Clementi Flyover,1.308041389,103.7659111
675,AYE,Aft Clementi Swim Cplx,1.309033047,103.76587
676,AYE,Clementi Stadium,1.310995,103.7635
677,AYE,Blk 426,1.311715151,103.7634618
678,C'wealth Ave West,Blk 410,1.311695194,103.7696099
679,C'wealth Ave West,Blk 365,1.311975556,103.7698144
680,C'wealth Ave West,Blk 455,1.312409936,103.7668548
681,C'wealth Ave West,Blk 329,1.312845278,103.7667967
682,C'wealth Ave West,Clementi Stn,1.314973993,103.765027
683,C'wealth Ave West,Clementi Stn,1.315281916,103.76536
684,C'wealth Ave West,Opp Blk 317,1.317495708,103.7638855
685,C'wealth Ave West,Blk 317,1.317905022,103.7640641
686,Clementi Rd,NUS High Sch,1.305669444,103.7698914
687,Clementi Ave 4,Blk 308,1.320557151,103.7673489
688,Clementi Ave 4,Bet Blks 315/318,1.318288061,103.7658972
689,Clementi Ave 4,Blk 376,1.3182,103.7661586
690,Clementi Ave 5,Blk 377,1.317356313,103.7679002
691,Clementi Ave 5,Blk 335,1.317284025,103.7682421
692,Clementi Ave 3,NTUC Fairprice,1.312440556,103.7658489
693,Clementi Ave 2,Blk 334,1.315191148,103.769055
694,Clementi Ave 2,Blk 355,1.315171111,103.7693364
695,Clementi Ave 2,Blk 460,1.31148,103.76744
696,Clementi Ave 2,Opp Blk 460,1.310927982,103.7674607
697,Clementi West St 2,Blk 730,1.305135632,103.7627418
698,Clementi West St 2,Blk 723,1.302924943,103.7631929
699,Clementi West St 2,West Coast CC,1.302324942,103.7647147
700,West Coast Highway,West Coast Pk,1.290351405,103.7696983
701,West Coast Highway,Opp West Coast Pk,1.290605556,103.7700506
702,West Coast Highway,Opp West Coast View,1.294953611,103.7651669
703,West Coast Highway,West Coast View,1.295370833,103.7652456
704,West Coast Highway,Emerson Process,1.301016986,103.7622944
705,West Coast Highway,Blk 716,1.301839156,103.7622997
706,West Coast Highway,Tien Wah Press Bldg,1.304834167,103.7603536
707,West Coast Highway,Blk 705,1.305050556,103.7605839
708,West Coast Highway,Opp Blk 518,1.307588333,103.7583311
709,West Coast Highway,Blk 518,1.307857222,103.7585047
710,West Coast Highway,Aft Clementi Rd,1.29358,103.7657644
711,West Coast Highway,Bef Clementi Rd,1.293337222,103.7662175
712,West Coast Highway,Opp West Coast Link,1.2985975,103.7634625
713,West Coast Highway,Aft West Coast Link,1.298405833,103.7638686
714,Clementi Ave 6,Blk 201,1.320581947,103.7635659
715,Clementi Ave 6,Blk 304,1.320490892,103.7638943
716,West Coast Rd,West Bay Resort Condo,1.299076389,103.7668644
717,West Coast Rd,Opp West Bay Resort Condo,1.299081389,103.7670019
718,Sunset Way,Opp Freesia Woods Condo,1.323947517,103.7672476
719,Sunset Way,Hse No. 90,1.325134583,103.7658291
720,Sunset Way,Sunset Way P/G,1.326189176,103.7659092
721,Sunset Way,Aft Sunset Vale,1.329905986,103.767143
722,Sunset Way,LP 36,1.329905986,103.767143
723,Alexandra Rd,Aft Hortpark,1.280870897,103.8021033
724,Alexandra Rd,Bef Telok Blangah Hill Pk,1.280910556,103.8025231
725,Ayer Rajah Cres,Opp GEMPLUS,1.296452977,103.7889243
726,Ayer Rajah Cres,Tempco Mfg,1.296098115,103.7891805
727,AYE,Normanton Pk,1.288360253,103.793174
728,AYE,Opp Normanton Pk,1.290181477,103.7920809
729,Ayer Rajah Ave,One-North Stn,1.29863776,103.7873442
730,Ayer Rajah Ave,Opp One-North Stn,1.298491389,103.7872067
731,Ayer Rajah Cres,Blk 71,1.296715889,103.7873805
732,Ayer Rajah Cres,Opp Blk 71,1.296490641,103.7875521
733,Buona Vista Flyover,NUH,1.295408098,103.784475
734,Buona Vista Flyover,Opp NUH,1.296481774,103.7845539
735,Ayer Rajah Cres,Blk 55,1.294785193,103.7873375
736,Ayer Rajah Cres,S'pore Post,1.294806759,103.7875736
737,Ayer Rajah Cres,Ayer Rajah Bus Pk,1.293931694,103.7895362
738,Buona Vista Flyover,PSB Science Pk Bldg,1.292824731,103.7863618
739,Buona Vista Flyover,Opp PSB Science Pk Bldg,1.294034366,103.786726
740,Dover Rd,Fairfield Meth Pr Sch,1.300593056,103.7844842
741,Dover Rd,Opp Fairfield Meth Pr Sch,1.300046389,103.7846675
742,Buona Vista Flyover,Opp Ayer Rajah Ind Est,1.29751168,103.7854209
743,Buona Vista Flyover,Ayer Rajah Ind Est,1.297762254,103.7857077
744,AYE,Science Pk,1.289500735,103.7918328
745,Nth Buona Vista Rd,Aft Anglo-Chinese JC,1.304182797,103.7878809
746,Nth Buona Vista Rd,Opp Anglo-Chinese JC,1.302530011,103.7872414
747,Portsdown Rd,Opp One-North Stn/Galaxis,1.300510831,103.7886429
748,Portsdown Rd,One-North Stn/Galaxis,1.300346899,103.7885837
749,Portsdown Rd,Bef Weyhill Cl,1.299054786,103.7941291
750,Portsdown Rd,Opp Weyhill Cl,1.299881075,103.7930455
751,Portsdown Rd,Opp Tanglin Trust Sch,1.297145853,103.7936936
752,Portsdown Rd,Tanglin Trust Sch,1.29839663,103.7939032
753,Portsdown Rd,Bef Whitchurch Rd,1.294456111,103.7959439
754,Portsdown Rd,Aft Whitchurch Rd,1.295443428,103.7940762
755,Media Circle,Mediacorp Campus,1.294980987,103.7932288
756,Portsdown Rd,Infinite Studios,1.291618169,103.7952226
757,Lower Kent Ridge Rd,NUH,1.296300678,103.7834655
758,Lower Kent Ridge Rd,Opp NUH,1.296789434,103.7831878
759,Science Pk Dr,PSB Science Pk Annex,1.290923045,103.7870786
760,Science Pk Dr,Aft The Pasteur,1.290724,103.787127
761,Science Pk Dr,Opp Reuters,1.290681389,103.7884536
762,Science Pk Dr,Opp DSO Natl Laboratories,1.290159968,103.7893381
763,Science Pk Dr,Bef Reuters,1.290103333,103.7891869
764,Science Pk Dr,Blk 85,1.288407,103.7899278
765,Science Pk Dr,Opp Blk 85,1.288406368,103.7897662
766,Science Pk Dr,The Rutherford,1.287525569,103.7912122
767,Science Pk Dr,Opp The Rutherford,1.287381057,103.791206
768,Lower Kent Ridge Rd,Lim Seng Tjoe Bldg (LT 27),1.297385215,103.780927
769,Lower Kent Ridge Rd,Blk S17,1.297520117,103.781342
770,Lower Kent Ridge Rd,Blk S12,1.297438148,103.7779213
771,Lower Kent Ridge Rd,Opp University Hall,1.297526389,103.7781311
772,Lower Kent Ridge Rd,Opp University Health Ctr,1.298793333,103.7756192
773,Lower Kent Ridge Rd,University Health Ctr,1.298924444,103.7761142
774,Lower Kent Ridge Rd,Kent Ridge Stn Exit A/NUH,1.29370722,103.7848914
775,Lower Kent Ridge Rd,Opp Kent Ridge Stn Exit A,1.293793029,103.7850791
776,C'wealth Ave West,Blk 19A CP,1.307816389,103.7842367
777,C'wealth Ave West,Opp Blk 19A CP,1.308073056,103.7847592
778,C'wealth Ave West,SP SMA,1.309654902,103.7812018
779,C'wealth Ave West,Opp SP SMA,1.30956092,103.7820188
780,C'wealth Ave West,Dover Stn,1.311234167,103.7783836
781,C'wealth Ave West,Dover Stn,1.311679511,103.7786839
782,C'wealth Ave West,Opp Sch Of Science & Tech,1.312359722,103.7755275
